,Con1Subject,Con2Subject,Con3Subject,Condition 1,Condition 2,Condition 3,Con1Tweet,Con2Tweet,Con3Tweet,HasProfile,Cond1Acc,Cond2Acc,Cond3Acc,Cond1Eng,Cond2Eng,Cond3Eng,Cond1Fake,Cond2Fake,Cond3Fake,Political View,Trust Tweet,Photoshop
5c1450b06d1ac90001028a2a,167,167,167,1,2,3,3,1,2,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
61506ea233ec8668ddd21f90,168,168,168,1,2,3,1,2,3,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
6101ad2ea0f78515638f8c99,169,169,169,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Very Liberal,Neutral   5,"No, I've never used it"
5f363a9a07d496680e6dfc49,170,170,170,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Very Liberal,6,"No, I've never used it"
5d2f46f4c30834001aeb5abc,171,171,171,1,2,3,2,3,1,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, very experienced"
60fdb2b68724a8708f666bb7,172,172,172,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Like,No Engagement,Retweet,I'm not sure (3),More real than fake (4),I'm not sure (3),Very Liberal,6,"Yes,  but I just started using it"
5b0484875e712a000179d8e6,173,173,173,1,2,3,1,3,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Very Liberal,4,"No, I've never used it"
5dfd35cb7bf572a2bb30b26f,174,174,174,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Liberal,9,"No, I've never used it"
5f7d4a2c5db79d21c7d07240,175,175,175,1,2,3,2,3,1,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
630fadc5c6bf2f6d623f5775,176,176,176,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,Reply,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,6,"Yes, somewhat experienced"
62df4bb678124fc1e5c50e91,177,177,177,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,External Share,No Engagement,Definitely fake (1),More real than fake (4),Definitely fake (1),Slightly Conservative,Neutral   5,"No, I've never used it"
5c7912d1266f210012af515e,178,178,178,1,2,3,2,1,3,Yes,Very Accurate (5),Very Inaccurate (1),Very Inaccurate (1),Like,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Very Liberal,7,"No, I've never used it"
5fadbddedde8091b22ec8595,179,179,179,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,Prefer not to say,No Engagement,I'm not sure (3),Definitely real (5),More real than fake (4),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
5bacf8debf22d70001b4bd05,180,180,180,1,2,3,3,2,1,Yes,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
60c29e4f65f1476cdeccdf4c,181,181,181,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),External Share,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More real than fake (4),Slightly Liberal,Trustworthy 10,"Yes, somewhat experienced"
60fd3245706969157168ad50,182,182,182,1,2,3,3,1,2,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Very Liberal,6,"Yes,  but I just started using it"
60ff470f784bfb7cf2b5379d,183,183,183,1,2,3,1,2,3,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,Reply,More fake than real (2),Definitely real (5),More real than fake (4),Very Liberal,4,"Yes, somewhat experienced"
60bd88b8fc436774352f53b9,184,184,184,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),External Share,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
6296737d3ce1f83055601967,185,185,185,1,2,3,3,2,1,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,External Share,More fake than real (2),More real than fake (4),I'm not sure (3),Slightly Conservative,Untrustworthy 1,"Yes,  but I just started using it"
62e029395b324b1a05508694,186,186,186,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),Definitely fake (1),Very Liberal,7,"No, I've never used it"
60fcc830872e6203086fa1a6,187,187,187,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),External Share,External Share,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,3,"Yes, somewhat experienced"
5f94a8e7fa8c422fc88940b0,188,188,188,1,2,3,3,1,2,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),I'm not sure (3),Very Liberal,7,"Yes, somewhat experienced"
62c35e9517e15b36b957a678,189,189,189,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),Definitely fake (1),Slightly Liberal,7,"No, I've never used it"
5d47a1a4c83d9f001a25fdf7,190,190,190,1,2,3,3,2,1,Yes,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Reply,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Liberal,7,"Yes,  but I just started using it"
61bb3a5340db417c1a138ffc,191,191,191,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
62cf2b73a60ca4a39abfe24f,192,192,192,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Like,No Engagement,Reply,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Liberal,2,"Yes, very experienced"
614f3f044ab295ed97809caa,193,193,193,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),More real than fake (4),Slightly Liberal,4,"Yes, somewhat experienced"
61098efe1c7dcf4133162908,194,194,194,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Liberal,2,"No, I've never used it"
5f032457e2b9844beff1a2ec,195,195,195,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),External Share,External Share,No Engagement,More fake than real (2),I'm not sure (3),More real than fake (4),Slightly Conservative,7,"No, I've never used it"
6138d887804227f040422bc3,196,196,196,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Very Accurate (5),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
5d4a476144cb2200195e96ad,197,197,197,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Very Liberal,Neutral   5,"Yes,  but I just started using it"
5f46dbd3b7e5b30b4076e893,198,198,198,1,2,3,3,1,2,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),Reply,No Engagement,Reply,Definitely fake (1),More real than fake (4),I'm not sure (3),Slightly Liberal,7,"Yes, somewhat experienced"
60c281ca3b30b64f4b6c4872,199,199,199,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),Like,Like,Reply,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
5fe18e1c8929f0c2a41e43d8,200,200,200,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,3,"No, I've never used it"
616b77ca71a5882a5c40cb2d,201,201,201,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Conservative,7,"Yes,  but I just started using it"
6014672ee65e6f1e9cb62247,202,202,202,1,2,3,2,3,1,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,Prefer not to say,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,7,"No, I've never used it"
5bad6504f588f200012bab65,203,203,203,1,2,3,3,1,2,Yes,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5e551a9020cb9e000b1e141f,204,204,204,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Conservative,4,"No, I've never used it"
6112529ca8d90615db392633,205,205,205,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,4,"Yes, somewhat experienced"
63092c6d2d42e8b6f9a9ba2c,206,206,206,1,2,3,2,3,1,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Very Liberal,3,"Yes,  but I just started using it"
5de6eca0a91be366cbb5ffe2,207,207,207,1,2,3,2,3,1,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),I'm not sure (3),Very Liberal,Neutral   5,"Yes, somewhat experienced"
57210674951c9b0011d3eaaa,208,208,208,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5d3268a52b53a200195ebc30,209,209,209,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
5f4859d23306481f0f0dd2a5,210,210,210,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),Definitely fake (1),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
5c6dc6e309c2210001d5f93b,211,211,211,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Very Liberal,Neutral   5,"No, I've never used it"
61010400617800821cac834e,212,212,212,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Like,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,6,"Yes, somewhat experienced"
5ef42ba59401801d9f859e2d,213,213,213,1,2,3,3,2,1,Yes,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,Retweet,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,6,"Yes, somewhat experienced"
6172316cd8b547db367c4e8e,214,214,214,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),External Share,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Slightly Liberal,3,"No, I've never used it"
610c9e945c4af8ed996a046b,215,215,215,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,6,"Yes, somewhat experienced"
60e9fcc93cff54eaf3269865,216,216,216,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
5ec76194079cdc1b61767c3b,217,217,217,1,2,3,3,1,2,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),I'm not sure (3),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
6105a3ab3439f5af30a3777b,218,218,218,1,2,3,1,3,2,Yes,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,Reply,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Very Liberal,4,"Yes, somewhat experienced"
5d5a2bd93296320016eee507,219,219,219,1,2,3,1,3,2,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,Prefer not to say,Retweet,More fake than real (2),More real than fake (4),More real than fake (4),Very Conservative,6,"Yes, somewhat experienced"
630d2a878ebdf11a56616586,220,220,220,1,2,3,3,1,2,Yes,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
598cc899e339120001fb88c6,221,221,221,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Accurate (4),Like,No Engagement,Retweet,More fake than real (2),I'm not sure (3),I'm not sure (3),Very Conservative,Neutral   5,"Yes, somewhat experienced"
614f571879ee135c5a579e08,222,222,222,1,2,3,3,2,1,Yes,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),I'm not sure (3),Slightly Liberal,6,"No, I've never used it"
5c7f489defd9e20015751167,223,223,223,1,2,3,2,1,3,Yes,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Conservative,6,"No, I've never used it"
60b3cb80847562f1583f433b,224,224,224,1,2,3,3,1,2,Yes,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),Reply,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),Definitely fake (1),Very Liberal,Neutral   5,"Yes,  but I just started using it"
610b164074738771ef9acb0a,225,225,225,1,2,3,1,3,2,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),Like,Reply,No Engagement,More real than fake (4),Definitely real (5),Definitely fake (1),Slightly Liberal,6,"No, I've never used it"
5fd14598fd2de30f5eea2fc4,226,226,226,1,2,3,2,3,1,Yes,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5f61536321c0500f50805d2d,227,227,227,1,2,3,2,1,3,Yes,Somewhat Accurate (4),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),Definitely fake (1),Slightly Liberal,Neutral   5,"Yes, very experienced"
6134e3d48d0eaa5c8fe8c25e,228,228,228,1,2,3,3,2,1,Yes,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
55a9f6a1fdf99b2d81b5295f,229,229,229,1,2,3,1,2,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,Reply,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Prefer not to say,Neutral   5,"No, I've never used it"
62dc94647a3840f6289d68d4,230,230,230,1,2,3,1,3,2,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Very Liberal,2,"No, I've never used it"
5e9c4666d28cb0023c8d43a5,231,231,231,1,2,3,2,1,3,Yes,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Prefer not to say,2,"Yes, very experienced"
