Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Covid_Freq,Political_View,Twitter_Exp,Tweet_Freq,Trust_Tweet,Covid_Vacc,Photoshop,Age,Gender,Education
236,3,2,Neither Accurate nor Inaccurate (3),No Engagement,6.062,6.792,Neither Accurate nor Inaccurate (3),No Engagement,4.327,5.201,I'm not sure (3),1.969,2.967,A few times,Prefer not to say,Prefer not to say,Prefer not to say,Neutral 5,Prefer not to say,Prefer not to say,18-29,Male,Associate degree
237,1,3,Very Inaccurate (1),No Engagement,11.899,13.275,Somewhat Accurate (4),No Engagement,0.717,1.765,More real than fake (4),0,1.051,More than once a week,Very Liberal,"Yes, somewhat experienced",A few times,4,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
237,2,1,Very Inaccurate (1),No Engagement,3.661,4.83,Somewhat Inaccurate (2),No Engagement,2.403,3.994,More real than fake (4),0,0.651,More than once a week,Very Liberal,"Yes, somewhat experienced",A few times,4,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
237,3,2,Somewhat Accurate (4),No Engagement,3.006,3.412,Somewhat Accurate (4),No Engagement,1.958,3.13,More fake than real (2),0,1.243,More than once a week,Very Liberal,"Yes, somewhat experienced",A few times,4,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Bachelor degree
238,1,2,Very Inaccurate (1),No Engagement,6.016,7.494,Very Inaccurate (1),No Engagement,1.531,2.711,More fake than real (2),0,1.399,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Some college but no degree
238,2,3,Somewhat Inaccurate (2),No Engagement,5.041,6.308,Somewhat Inaccurate (2),No Engagement,2.614,3.984,More fake than real (2),3.211,4.349,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Some college but no degree
238,3,1,Somewhat Inaccurate (2),No Engagement,2.402,3.829,Somewhat Inaccurate (2),No Engagement,1.091,2.571,More fake than real (2),0,3.037,A few times,Slightly Conservative,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Some college but no degree
239,1,3,Very Accurate (5),Retweet,19.649,20.24,Very Accurate (5),Like,14.83,15.431,More real than fake (4),5.21,5.743,A few times,Very Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Female,Bachelor degree
239,2,1,Very Accurate (5),Retweet,39.186,39.9,Very Accurate (5),Retweet,24.304,24.886,More real than fake (4),13.084,13.916,A few times,Very Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Female,Bachelor degree
239,3,2,Very Inaccurate (1),Reply,39.87,40.445,Somewhat Accurate (4),No Engagement,47.692,48.356,More real than fake (4),7.667,8.374,A few times,Very Conservative,"Yes, very experienced",I did not tweet or retweet in the past 3 months,3,"No, I am not vaccinated","Yes, somewhat experienced",50 or above,Female,Bachelor degree
240,1,2,Neither Accurate nor Inaccurate (3),No Engagement,2.236,3.131,Neither Accurate nor Inaccurate (3),No Engagement,5.548,6.684,Definitely fake (1),0,3.904,Once a week,Very Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
240,2,3,Very Inaccurate (1),No Engagement,3.097,6.459,Very Inaccurate (1),No Engagement,2.811,4.003,More fake than real (2),0,1.161,Once a week,Very Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
240,3,1,Very Inaccurate (1),No Engagement,1.563,3.463,Very Inaccurate (1),No Engagement,4.081,5.66,Definitely fake (1),0,1.191,Once a week,Very Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, somewhat experienced",18-29,Female,Graduate degree
241,1,2,Somewhat Accurate (4),No Engagement,2.987,4.18,Somewhat Accurate (4),No Engagement,3.286,5.212,More real than fake (4),1.668,3.727,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
241,2,3,Very Inaccurate (1),No Engagement,11.701,12.145,Very Inaccurate (1),No Engagement,1.7,3.259,More fake than real (2),1.132,3.493,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
241,3,1,Somewhat Inaccurate (2),No Engagement,2,3.344,Very Inaccurate (1),No Engagement,2.668,3.962,More fake than real (2),0,1.145,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,6,"Yes, fully vaccinated","No, I've never used it",30-39,Female,Graduate degree
242,1,1,Very Inaccurate (1),No Engagement,17.671,18.992,Very Inaccurate (1),No Engagement,9.297,10.634,More fake than real (2),12.283,13.744,Once or twice a week,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Prefer not to say
242,2,2,Somewhat Accurate (4),No Engagement,8.915,10.283,Somewhat Accurate (4),No Engagement,5.219,6.244,I'm not sure (3),2.331,3.565,Once or twice a week,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Prefer not to say
242,3,3,Neither Accurate nor Inaccurate (3),No Engagement,11.672,12.485,Somewhat Inaccurate (2),No Engagement,4.988,5.959,Definitely fake (1),6.335,7.117,Once or twice a week,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Male,Prefer not to say
243,1,1,Somewhat Inaccurate (2),No Engagement,3.876,4.446,Somewhat Inaccurate (2),No Engagement,5.452,6.245,More real than fake (4),0,0.585,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Non-binary / third gender,Bachelor degree
243,2,2,Neither Accurate nor Inaccurate (3),No Engagement,3.792,4.964,Neither Accurate nor Inaccurate (3),No Engagement,3.675,4.731,I'm not sure (3),0.582,1.829,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Non-binary / third gender,Bachelor degree
243,3,3,Very Inaccurate (1),No Engagement,6.373,7.143,Very Inaccurate (1),No Engagement,1.643,2.153,More fake than real (2),0,3.402,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",18-29,Non-binary / third gender,Bachelor degree
244,1,1,Somewhat Inaccurate (2),No Engagement,21.037,22.025,Neither Accurate nor Inaccurate (3),No Engagement,6.811,7.779,Definitely fake (1),3.714,4.974,A few times,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
244,2,3,Very Inaccurate (1),No Engagement,17.496,18.184,Very Inaccurate (1),No Engagement,42.367,43.498,Definitely fake (1),19.006,19.03,A few times,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
244,3,2,Very Inaccurate (1),No Engagement,8.421,10.228,Very Inaccurate (1),Reply,13.534,14.724,Definitely fake (1),4.491,5.177,A few times,Slightly Conservative,"Yes, but I just joined",I did not tweet or retweet in the past 3 months,4,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
245,1,3,Very Inaccurate (1),No Engagement,11.994,15.406,Very Inaccurate (1),No Engagement,11.753,12.828,More fake than real (2),10.627,11.81,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
245,2,2,Neither Accurate nor Inaccurate (3),No Engagement,19.342,22.318,Neither Accurate nor Inaccurate (3),No Engagement,27.265,29.449,More fake than real (2),18.635,19.4,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
245,3,1,Somewhat Inaccurate (2),No Engagement,41.023,42.302,Very Inaccurate (1),No Engagement,32.145,33.452,I'm not sure (3),6.778,7.985,More than once a week,Very Liberal,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","Yes, but I just started using it",30-39,Female,Bachelor degree
246,1,1,Neither Accurate nor Inaccurate (3),No Engagement,9.52,11.042,Somewhat Accurate (4),No Engagement,1.35,5.595,More real than fake (4),0,2.478,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
246,2,2,Neither Accurate nor Inaccurate (3),No Engagement,6.007,10.568,Neither Accurate nor Inaccurate (3),No Engagement,2.294,4.115,More real than fake (4),0,8.55,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
246,3,3,Very Inaccurate (1),No Engagement,20.636,22.842,Very Inaccurate (1),No Engagement,8.16,11.603,I'm not sure (3),0,0.908,Once or twice a week,Very Liberal,"Yes, somewhat experienced",A few times,6,"Yes, fully vaccinated","No, I've never used it",30-39,Male,Bachelor degree
247,1,1,Somewhat Inaccurate (2),No Engagement,1.789,2.735,Somewhat Accurate (4),No Engagement,2.816,3.477,I'm not sure (3),2.175,2.586,Once a month,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
247,2,3,Somewhat Inaccurate (2),No Engagement,1.023,1.701,Somewhat Accurate (4),External Share,2.79,3.44,More real than fake (4),0,0.504,Once a month,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
247,3,2,Somewhat Inaccurate (2),No Engagement,4.243,5.946,Very Inaccurate (1),No Engagement,6.574,7.373,More fake than real (2),3.14,3.378,Once a month,Slightly Liberal,"Yes, very experienced",Once a month,6,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
248,1,3,Somewhat Accurate (4),No Engagement,13.466,14.262,Somewhat Accurate (4),No Engagement,6.484,7.564,More fake than real (2),22.536,23.791,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
248,2,2,Very Inaccurate (1),No Engagement,10.909,12.291,Somewhat Inaccurate (2),No Engagement,3.434,4.698,More real than fake (4),10.263,11.126,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
248,3,1,Neither Accurate nor Inaccurate (3),No Engagement,7.764,8.655,Neither Accurate nor Inaccurate (3),No Engagement,2.453,3.391,More fake than real (2),8.014,9.132,More than once a week,Very Liberal,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,7,"Yes, fully vaccinated","Yes, somewhat experienced",50 or above,Male,Some college but no degree
249,1,2,Very Accurate (5),External Share,12.812,14.325,Very Accurate (5),Retweet,6.754,8.361,More real than fake (4),1.463,2.473,A few times,Very Conservative,"Yes, somewhat experienced",A few times,7,"Yes, I have at least one round of the series","Yes, somewhat experienced",30-39,Male,Graduate degree
249,2,1,Somewhat Accurate (4),External Share,75.658,78.111,Somewhat Accurate (4),External Share,31.568,32.385,More real than fake (4),11.69,12.91,A few times,Very Conservative,"Yes, somewhat experienced",A few times,7,"Yes, I have at least one round of the series","Yes, somewhat experienced",30-39,Male,Graduate degree
249,3,3,Very Accurate (5),Retweet,11.3,12.491,Very Accurate (5),External Share,4.926,6.417,More real than fake (4),4.146,5.156,A few times,Very Conservative,"Yes, somewhat experienced",A few times,7,"Yes, I have at least one round of the series","Yes, somewhat experienced",30-39,Male,Graduate degree
250,1,3,Very Inaccurate (1),No Engagement,5.085,6.542,Very Inaccurate (1),No Engagement,6.281,7.495,Definitely real (5),0.923,1.63,Once or twice a week,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
250,2,2,Neither Accurate nor Inaccurate (3),No Engagement,2.561,3.877,Very Inaccurate (1),No Engagement,2.614,3.8,More real than fake (4),0,1.44,Once or twice a week,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
250,3,1,Very Inaccurate (1),No Engagement,2.67,4.224,Very Inaccurate (1),No Engagement,1.818,3.403,Definitely fake (1),0,1.308,Once or twice a week,Prefer not to say,"No, I've never used it",I did not tweet or retweet in the past 3 months,Neutral 5,"Yes, fully vaccinated","No, I've never used it",50 or above,Male,Some college but no degree
251,1,1,Very Inaccurate (1),No Engagement,6.549,6.92,Very Inaccurate (1),No Engagement,3.536,3.906,More real than fake (4),1.91,4.28,More than once a week,Slightly Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
251,2,2,Somewhat Inaccurate (2),No Engagement,9.866,11.333,Somewhat Inaccurate (2),No Engagement,7.429,8.176,Definitely real (5),1.57,2.334,More than once a week,Slightly Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
251,3,3,Very Inaccurate (1),No Engagement,11.049,11.422,Very Inaccurate (1),No Engagement,7.711,8.084,More fake than real (2),4.844,5.846,More than once a week,Slightly Liberal,"Yes, somewhat experienced",A few times,Neutral 5,"Yes, fully vaccinated","Yes, somewhat experienced",30-39,Male,Bachelor degree
252,1,3,Very Inaccurate (1),No Engagement,13.45,14.139,Very Inaccurate (1),No Engagement,6.114,6.846,More real than fake (4),1.946,3.181,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
252,2,1,Neither Accurate nor Inaccurate (3),No Engagement,5.266,6.353,Neither Accurate nor Inaccurate (3),No Engagement,3.623,4.181,Definitely real (5),1.425,2.15,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
252,3,2,Neither Accurate nor Inaccurate (3),No Engagement,5.997,6.576,Very Inaccurate (1),No Engagement,6.462,7.55,Definitely fake (1),2.955,4.034,A few times,Slightly Conservative,"Yes, somewhat experienced",I did not tweet or retweet in the past 3 months,2,"Yes, fully vaccinated","No, I've never used it",18-29,Female,Bachelor degree
253,1,1,Neither Accurate nor Inaccurate (3),No Engagement,12.683,13.141,Somewhat Inaccurate (2),No Engagement,17.345,17.919,More real than fake (4),4.306,4.681,Once a month,Very Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",18-29,OtherDemigirl,"High school degree or equivalent (e.g., GED)"
253,2,3,Somewhat Inaccurate (2),No Engagement,40.501,41.104,Somewhat Inaccurate (2),No Engagement,9.901,10.535,More fake than real (2),8.049,8.618,Once a month,Very Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",18-29,OtherDemigirl,"High school degree or equivalent (e.g., GED)"
253,3,2,Somewhat Inaccurate (2),No Engagement,10.49,10.759,Somewhat Inaccurate (2),No Engagement,5.663,6.086,Definitely fake (1),8.94,9.77,Once a month,Very Liberal,"Yes, very experienced",More than once a week,8,"Yes, fully vaccinated","No, I've never used it",18-29,OtherDemigirl,"High school degree or equivalent (e.g., GED)"
