Accuracy,Engagement,HasProfile,TweetID,Condition,SubjectID,Political View,Trust Tweet,Photoshop,Timing,FPTiming
Very Accurate (5),No Engagement,No,1,3,222,Slightly Liberal,6,"No, I've never used it",5.184,0
Very Inaccurate (1),No Engagement,No,3,3,223,Slightly Conservative,6,"No, I've never used it",16.989,10.982
Very Inaccurate (1),No Engagement,No,2,3,224,Very Liberal,Neutral   5,"Yes,  but I just started using it",11.679,2.555
Somewhat Accurate (4),External Share,No,2,3,225,Slightly Liberal,6,"No, I've never used it",8.98,0
Very Inaccurate (1),No Engagement,No,1,3,226,Very Liberal,Neutral   5,"Yes, somewhat experienced",22.278,14.141
Somewhat Inaccurate (2),No Engagement,No,3,3,227,Slightly Liberal,Neutral   5,"Yes, very experienced",3.745,0
Very Inaccurate (1),No Engagement,No,1,3,228,Very Liberal,Neutral   5,"No, I've never used it",6.002,0
Very Inaccurate (1),No Engagement,No,3,3,229,Prefer not to say,Neutral   5,"No, I've never used it",5.681,6.844
Somewhat Inaccurate (2),No Engagement,No,2,3,230,Very Liberal,2,"No, I've never used it",5.686,0
Somewhat Accurate (4),No Engagement,No,3,3,231,Prefer not to say,2,"Yes, very experienced",11.968,10.063
Very Inaccurate (1),No Engagement,No,2,3,232,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",4.57,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,233,Slightly Liberal,Neutral   5,"No, I've never used it",2.309,0
Very Accurate (5),External Share,No,1,3,234,Very Conservative,Neutral   5,"Yes, somewhat experienced",6.686,0
Somewhat Inaccurate (2),No Engagement,No,3,3,235,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",4.853,0.93
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,236,Prefer not to say,Neutral   5,Prefer not to say,6.062,1.969
Somewhat Accurate (4),No Engagement,No,2,3,237,Very Liberal,4,"No, I've never used it",3.006,0
Somewhat Inaccurate (2),No Engagement,No,1,3,238,Slightly Conservative,6,"No, I've never used it",2.402,0
Very Inaccurate (1),Reply,No,2,3,239,Very Conservative,3,"Yes, somewhat experienced",39.87,7.667
Very Inaccurate (1),No Engagement,No,1,3,240,Very Liberal,6,"Yes, somewhat experienced",1.563,0
Somewhat Inaccurate (2),No Engagement,No,1,3,241,Very Liberal,6,"No, I've never used it",2,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,242,Slightly Liberal,6,"Yes,  but I just started using it",11.672,6.335
Very Inaccurate (1),No Engagement,No,3,3,243,Very Liberal,6,"No, I've never used it",6.373,0
Very Inaccurate (1),No Engagement,No,2,3,244,Slightly Conservative,4,"Yes,  but I just started using it",8.421,4.491
Somewhat Inaccurate (2),No Engagement,No,1,3,245,Very Liberal,Neutral   5,"Yes,  but I just started using it",41.023,6.778
Very Inaccurate (1),No Engagement,No,3,3,246,Very Liberal,6,"No, I've never used it",20.636,0
Somewhat Inaccurate (2),No Engagement,No,2,3,247,Slightly Liberal,6,"No, I've never used it",4.243,3.14
Neither Accurate nor Inaccurate (3),No Engagement,No,1,3,248,Very Liberal,7,"Yes, somewhat experienced",7.764,8.014
Very Accurate (5),Retweet,No,3,3,249,Very Conservative,7,"Yes, somewhat experienced",11.3,4.146
Very Inaccurate (1),No Engagement,No,1,3,250,Prefer not to say,Neutral   5,"No, I've never used it",2.67,0
Very Inaccurate (1),No Engagement,No,3,3,251,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",11.049,4.844
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,252,Slightly Conservative,2,"No, I've never used it",5.997,2.955
Somewhat Inaccurate (2),No Engagement,No,2,3,253,Very Liberal,8,"No, I've never used it",10.49,8.94
Very Inaccurate (1),Reply,No,3,3,254,Very Liberal,4,"Yes, somewhat experienced",16.094,5.535
Very Inaccurate (1),No Engagement,No,3,3,255,Slightly Conservative,6,"Yes,  but I just started using it",14.844,35.769
Somewhat Inaccurate (2),No Engagement,No,1,3,256,Slightly Conservative,3,"No, I've never used it",5.445,7.326
Very Inaccurate (1),No Engagement,No,3,3,257,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",7.338,0
Somewhat Accurate (4),No Engagement,No,2,3,258,Very Conservative,Neutral   5,"No, I've never used it",5.652,0.356
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,259,Very Liberal,3,"Yes, somewhat experienced",13.107,2.987
Somewhat Inaccurate (2),No Engagement,No,1,3,260,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.493,3.527
Very Inaccurate (1),No Engagement,No,1,3,261,Very Liberal,4,"No, I've never used it",26.043,3.653
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,262,Slightly Liberal,Neutral   5,"No, I've never used it",5.67,0.966
Very Accurate (5),No Engagement,No,1,3,263,Very Conservative,Neutral   5,"No, I've never used it",5.19,7.987
Very Accurate (5),No Engagement,No,3,3,264,Very Conservative,2,"Yes, somewhat experienced",5.464,1.007
Very Inaccurate (1),No Engagement,No,3,3,265,Very Liberal,4,"No, I've never used it",9.017,2.904
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,266,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.302,0
Very Inaccurate (1),No Engagement,No,3,3,267,Slightly Liberal,4,"Yes,  but I just started using it",1.837,0.37
Very Inaccurate (1),Reply,No,3,3,268,Very Liberal,7,"Yes,  but I just started using it",6.276,2.457
Somewhat Accurate (4),No Engagement,No,1,3,269,Prefer not to say,Neutral   5,"Yes, somewhat experienced",8.747,0
Very Inaccurate (1),No Engagement,No,2,3,270,Very Liberal,4,"No, I've never used it",7.188,13.825
Somewhat Inaccurate (2),No Engagement,No,1,3,271,Very Liberal,7,Prefer not to say,19.294,17.937
Somewhat Inaccurate (2),No Engagement,No,1,3,272,Very Liberal,8,"No, I've never used it",5.6,0
Very Inaccurate (1),No Engagement,No,3,3,273,Slightly Conservative,Neutral   5,"Yes, very experienced",3.712,0
Very Inaccurate (1),No Engagement,No,3,3,274,Very Liberal,Neutral   5,"No, I've never used it",2.799,2.939
Neither Accurate nor Inaccurate (3),Retweet,No,1,3,275,Slightly Conservative,6,"Yes, somewhat experienced",38.115,4.201
Very Inaccurate (1),Reply,No,3,3,276,Very Liberal,Neutral   5,"Yes, very experienced",21.928,15.611
Very Inaccurate (1),No Engagement,No,2,3,277,Very Liberal,4,"No, I've never used it",2.082,0.617
Very Inaccurate (1),Reply,No,3,3,278,Slightly Liberal,6,"No, I've never used it",7.723,0
Somewhat Inaccurate (2),Prefer not to say,No,3,3,279,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",19.428,4.826
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,280,Very Liberal,Neutral   5,"No, I've never used it",9.485,4.154
Very Inaccurate (1),No Engagement,No,1,3,281,Very Liberal,8,"No, I've never used it",12.244,5.822
Very Inaccurate (1),No Engagement,No,3,3,282,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.546,17.162
Very Inaccurate (1),No Engagement,No,3,3,283,Slightly Liberal,2,"Yes, very experienced",12.316,2.72
Somewhat Inaccurate (2),No Engagement,No,2,3,284,Very Liberal,3,"Yes, somewhat experienced",16.331,9.723
Very Inaccurate (1),No Engagement,No,1,3,285,Slightly Liberal,8,"No, I've never used it",11.738,10.981
Very Inaccurate (1),No Engagement,No,3,3,286,Slightly Conservative,7,"Yes, somewhat experienced",313.54,0.999
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,287,Very Liberal,Neutral   5,"Yes, very experienced",22.714,1.702
Very Inaccurate (1),No Engagement,No,2,3,288,Slightly Liberal,7,"Yes, somewhat experienced",3.639,2.63
Somewhat Accurate (4),No Engagement,No,3,3,289,Slightly Liberal,Neutral   5,"No, I've never used it",26.471,11.385
Very Inaccurate (1),No Engagement,No,1,3,290,Slightly Liberal,Neutral   5,"Yes, very experienced",6.16,1.562
Very Inaccurate (1),No Engagement,No,3,3,291,Slightly Conservative,6,"No, I've never used it",12.259,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,292,Slightly Liberal,7,"Yes, somewhat experienced",1.534,0
Somewhat Accurate (4),No Engagement,No,1,3,293,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",5.499,0.826
Very Inaccurate (1),No Engagement,No,1,3,294,Slightly Conservative,4,"Yes, very experienced",20.342,2.593
Somewhat Accurate (4),No Engagement,No,1,3,295,Slightly Conservative,7,"Yes, somewhat experienced",1.105,0
Very Accurate (5),No Engagement,No,2,3,296,Very Liberal,Neutral   5,"Yes, somewhat experienced",16.091,0
Somewhat Accurate (4),Like,No,1,3,297,Very Conservative,6,"Yes,  but I just started using it",3.926,2.926
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,298,Slightly Liberal,Neutral   5,"No, I've never used it",8.371,3.999
Very Accurate (5),Prefer not to say,No,1,3,299,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",22.767,4.483
Somewhat Inaccurate (2),No Engagement,No,3,3,300,Slightly Liberal,4,"No, I've never used it",2.81,1.231
Somewhat Accurate (4),No Engagement,No,2,3,301,Very Liberal,8,"Yes, somewhat experienced",21.01,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,302,Slightly Liberal,7,"Yes, somewhat experienced",7.36,0
Somewhat Accurate (4),No Engagement,No,1,3,303,Slightly Conservative,Neutral   5,"No, I've never used it",1.785,0
Somewhat Inaccurate (2),No Engagement,No,3,3,304,Slightly Liberal,Neutral   5,"No, I've never used it",14.307,1.267
Very Inaccurate (1),No Engagement,No,1,3,305,Slightly Conservative,3,"Yes,  but I just started using it",19.888,2.886
Very Inaccurate (1),No Engagement,No,3,3,306,Slightly Liberal,4,"Yes,  but I just started using it",3.923,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,307,Slightly Liberal,4,"No, I've never used it",14.838,5.652
Very Accurate (5),No Engagement,No,2,3,308,Very Conservative,Neutral   5,"No, I've never used it",13.582,0
Very Inaccurate (1),No Engagement,No,3,3,309,Slightly Liberal,4,"No, I've never used it",1.415,0.948
Somewhat Accurate (4),No Engagement,No,3,3,310,Slightly Liberal,6,"No, I've never used it",29.41,2.474
Somewhat Accurate (4),No Engagement,No,1,3,311,Slightly Conservative,8,"No, I've never used it",94.341,6.517
Somewhat Accurate (4),No Engagement,No,2,3,312,Slightly Conservative,4,"Yes, somewhat experienced",44.443,22.166
Very Inaccurate (1),Prefer not to say,No,2,3,313,Slightly Liberal,4,"No, I've never used it",1.512,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,3,314,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",12.616,5.532
Somewhat Accurate (4),No Engagement,No,1,3,315,Very Liberal,7,"No, I've never used it",1.053,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,316,Slightly Liberal,Neutral   5,Prefer not to say,2.839,0
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,317,Slightly Conservative,Neutral   5,"No, I've never used it",7.94,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,3,318,Very Liberal,3,"No, I've never used it",2.744,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,319,Prefer not to say,3,"Yes, very experienced",0.722,0
Very Inaccurate (1),No Engagement,No,1,3,320,Very Liberal,7,"Yes, somewhat experienced",1.918,0
Very Inaccurate (1),No Engagement,No,3,3,321,Very Liberal,4,"Yes, very experienced",4.743,0
Very Inaccurate (1),No Engagement,No,3,3,322,Slightly Liberal,Neutral   5,"No, I've never used it",105.692,6.633
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,323,Slightly Conservative,Neutral   5,"No, I've never used it",3.825,0
Somewhat Accurate (4),No Engagement,No,1,3,324,Slightly Conservative,3,"No, I've never used it",7.573,0
Very Inaccurate (1),No Engagement,No,2,3,325,Slightly Conservative,7,"Yes,  but I just started using it",2.391,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,326,Very Liberal,Neutral   5,"Yes, somewhat experienced",2.27,0
Very Inaccurate (1),No Engagement,No,3,3,327,Slightly Liberal,Neutral   5,"No, I've never used it",11.737,8.074
Very Inaccurate (1),No Engagement,No,3,3,328,Prefer not to say,Untrustworthy 1,"Yes, somewhat experienced",4.645,0
Somewhat Accurate (4),No Engagement,No,1,3,329,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",4.212,0
Very Inaccurate (1),No Engagement,No,1,3,330,Very Liberal,Neutral   5,"Yes, very experienced",2.463,26.618
Somewhat Inaccurate (2),No Engagement,No,2,3,331,Slightly Conservative,2,"No, I've never used it",0.959,0
Very Inaccurate (1),No Engagement,No,3,3,332,Slightly Liberal,Neutral   5,"No, I've never used it",3.496,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,333,Slightly Liberal,Neutral   5,"No, I've never used it",5.069,0
Very Inaccurate (1),No Engagement,No,1,3,334,Slightly Liberal,7,"Yes, somewhat experienced",32.098,17.098
Very Inaccurate (1),Reply,No,3,3,335,Slightly Liberal,Neutral   5,"No, I've never used it",5.672,5.732
Somewhat Accurate (4),No Engagement,No,2,3,336,Slightly Liberal,6,"Yes, somewhat experienced",7.672,0
Neither Accurate nor Inaccurate (3),No Engagement,No,2,3,337,Very Conservative,3,"Yes,  but I just started using it",1.84,1.113
Very Accurate (5),No Engagement,No,1,3,338,Prefer not to say,Untrustworthy 1,"No, I've never used it",8.942,1.728
Neither Accurate nor Inaccurate (3),Like,No,2,3,339,Slightly Liberal,4,"Yes, somewhat experienced",77.948,44.69
Neither Accurate nor Inaccurate (3),No Engagement,No,3,3,340,Slightly Conservative,3,"Yes, somewhat experienced",42.698,1.2
Somewhat Inaccurate (2),No Engagement,No,1,3,341,Very Liberal,7,"Yes, somewhat experienced",24.833,0
Neither Accurate nor Inaccurate (3),No Engagement,No,1,3,342,Prefer not to say,Neutral   5,"Yes,  but I just started using it",31.819,0
Very Accurate (5),Retweet,No,3,3,343,Slightly Liberal,Neutral   5,"No, I've never used it",314.656,0
Somewhat Inaccurate (2),No Engagement,No,1,3,344,Slightly Liberal,Neutral   5,"No, I've never used it",1.346,10.853
Somewhat Inaccurate (2),No Engagement,Yes,2,3,1,Very Liberal,6,"No, I've never used it",0.943,0
Somewhat Inaccurate (2),No Engagement,Yes,3,3,2,Slightly Conservative,2,"Yes, somewhat experienced",7.331,0
Somewhat Inaccurate (2),No Engagement,Yes,1,3,3,Slightly Liberal,4,"Yes,  but I just started using it",3.614,0
Very Inaccurate (1),Reply,Yes,3,3,4,Prefer not to say,Neutral   5,"Yes, somewhat experienced",8.343,5.151
Very Inaccurate (1),No Engagement,Yes,2,3,5,Prefer not to say,Neutral   5,"Yes,  but I just started using it",18.744,27.618
Somewhat Inaccurate (2),No Engagement,Yes,1,3,6,Slightly Liberal,7,"Yes,  but I just started using it",33.9,14.193
Very Inaccurate (1),No Engagement,Yes,3,3,7,Slightly Conservative,Neutral   5,"No, I've never used it",6.179,2.088
Somewhat Inaccurate (2),No Engagement,Yes,3,3,8,Very Conservative,4,"No, I've never used it",4.382,0
Neither Accurate nor Inaccurate (3),Like,Yes,2,3,9,Very Liberal,3,"Yes, somewhat experienced",15.384,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,10,Prefer not to say,2,"Yes, very experienced",12.969,8.266
Very Inaccurate (1),No Engagement,Yes,3,3,11,Slightly Conservative,Neutral   5,"Yes, somewhat experienced",2.572,0
Somewhat Inaccurate (2),No Engagement,Yes,1,3,12,Very Liberal,9,"Yes, somewhat experienced",23.539,3.314
Very Inaccurate (1),No Engagement,Yes,1,3,13,Slightly Liberal,6,"Yes, somewhat experienced",2.481,1.401
Somewhat Inaccurate (2),No Engagement,Yes,2,3,14,Very Liberal,6,"No, I've never used it",18.63,5.265
Very Inaccurate (1),Prefer not to say,Yes,3,3,15,Slightly Liberal,4,"Yes,  but I just started using it",0.78,8.035
Neither Accurate nor Inaccurate (3),No Engagement,Yes,1,3,16,Slightly Liberal,Untrustworthy 1,"Yes, very experienced",10.889,0
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,17,Slightly Liberal,Neutral   5,"No, I've never used it",2.365,0
Somewhat Inaccurate (2),No Engagement,Yes,2,3,18,Very Liberal,7,"Yes, somewhat experienced",5.521,1.499
Very Inaccurate (1),No Engagement,Yes,3,3,19,Very Liberal,Untrustworthy 1,"Yes, somewhat experienced",5.482,18.016
Very Inaccurate (1),No Engagement,Yes,3,3,20,Very Conservative,Neutral   5,"Yes, very experienced",7.876,0
Very Inaccurate (1),No Engagement,Yes,1,3,21,Very Liberal,3,"Yes, somewhat experienced",6.157,3.086
Very Inaccurate (1),No Engagement,Yes,2,3,22,Very Liberal,Neutral   5,"No, I've never used it",3.335,6.186
Very Inaccurate (1),No Engagement,Yes,1,3,23,Very Liberal,Neutral   5,"No, I've never used it",13.475,2.553
Very Inaccurate (1),No Engagement,Yes,2,3,24,Slightly Liberal,6,"No, I've never used it",3.603,0
Somewhat Inaccurate (2),No Engagement,Yes,1,3,25,Slightly Liberal,Untrustworthy 1,"Yes,  but I just started using it",19.979,3.007
Somewhat Inaccurate (2),No Engagement,Yes,2,3,26,Slightly Conservative,4,"Yes, somewhat experienced",5.427,0
Somewhat Inaccurate (2),No Engagement,Yes,1,3,27,Slightly Conservative,Neutral   5,"No, I've never used it",3.947,7.521
Very Inaccurate (1),No Engagement,Yes,3,3,28,Prefer not to say,Neutral   5,"Yes, somewhat experienced",3.024,0
Very Inaccurate (1),No Engagement,Yes,2,3,29,Slightly Conservative,6,"Yes,  but I just started using it",4.34,8.53
Very Inaccurate (1),No Engagement,Yes,3,3,30,Very Liberal,Neutral   5,"Yes, somewhat experienced",7.492,5.024
Very Inaccurate (1),No Engagement,Yes,2,3,31,Very Liberal,6,"No, I've never used it",2.75,0
Somewhat Inaccurate (2),No Engagement,Yes,3,3,32,Very Liberal,Neutral   5,"No, I've never used it",1.692,0
Very Inaccurate (1),No Engagement,Yes,3,3,33,Slightly Liberal,Neutral   5,"Yes, somewhat experienced",3.378,1.455
Neither Accurate nor Inaccurate (3),No Engagement,Yes,2,3,34,Slightly Conservative,Neutral   5,"No, I've never used it",3.415,1.983
Neither Accurate nor Inaccurate (3),Like,Yes,2,3,35,Slightly Liberal,4,"Yes, somewhat experienced",2.892,0
Very Inaccurate (1),No Engagement,Yes,2,3,36,Slightly Liberal,6,"Yes, somewhat experienced",26.065,7.751
Somewhat Inaccurate (2),No Engagement,Yes,1,3,37,Slightly Liberal,3,"No, I've never used it",19.019,9.149
Very Inaccurate (1),No Engagement,Yes,3,3,38,Very Conservative,7,"Yes, very experienced",4.586,0
Somewhat Accurate (4),Like,Yes,1,3,39,Very Conservative,Neutral   5,"No, I've never used it",21.781,7.353
Very Inaccurate (1),No Engagement,Yes,1,3,40,Slightly Liberal,7,"Yes, somewhat experienced",21.297,1.175
Somewhat Accurate (4),No Engagement,Yes,1,3,41,Slightly Liberal,Neutral   5,"No, I've never used it",2.099,2.847
Somewhat Inaccurate (2),No Engagement,Yes,3,3,42,Very Liberal,8,"No, I've never used it",3.862,4.762
Very Inaccurate (1),No Engagement,Yes,1,3,43,Slightly Conservative,3,"Yes, very experienced",1.784,5.097
Very Inaccurate (1),No Engagement,Yes,2,3,44,Slightly Liberal,Neutral   5,"Yes,  but I just started using it",1.688,0
